source_file,species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
4,Staphylococcus lugdunensis,NA,NA,NA,1,NA,NA,NA
4,Staphylococcus devriesei,NA,NA,NA,1,NA,NA,NA
4,Staphylococcus massiliensis,NA,NA,NA,1,NA,NA,NA
4,Mammaliicoccus vitulinus,NA,NA,NA,1,NA,NA,NA
4,Mammaliicoccus sciuri,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus sp. FSL W8-0194,NA,NA,NA,5,NA,NA,NA
4,Paenibacillus sp. GMCo16,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus sp. WG02,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus riograndensis,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus amylolyticus,NA,NA,NA,2,NA,NA,NA
4,Paenibacillus silvisoli,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus naphthalenovorans,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus tundrae,NA,NA,NA,1,NA,NA,NA
4,Paenibacillus rhizovicinus,NA,NA,NA,1,NA,NA,NA
4,Thermobacillus composti,NA,NA,NA,1,NA,NA,NA
4,Geobacillus proteiniphilus,NA,NA,NA,3,NA,NA,NA
4,Anoxybacillus gonensis,NA,NA,NA,1,NA,NA,NA
4,Anoxybacteroides amylolyticum,NA,NA,NA,1,NA,NA,NA
4,Sporosarcina sp. Te-1,NA,NA,NA,1,NA,NA,NA
4,Sporosarcina thermotolerans,NA,NA,NA,1,NA,NA,NA
4,Sporosarcina ureae,NA,NA,NA,1,NA,NA,NA
4,Paenisporosarcina antarctica,NA,NA,NA,1,NA,NA,NA
4,Enterococcus faecalis,NA,NA,NA,33502,NA,NA,NA
4,Enterococcus sp. 9D6_DIV0238,NA,NA,NA,4,NA,NA,NA
4,Enterococcus sp. 9E7_DIV0242,NA,NA,NA,4,NA,NA,NA
4,Enterococcus sp. DIV2402,NA,NA,NA,3,NA,NA,NA
4,Enterococcus sp. PLM3,NA,NA,NA,40,NA,NA,NA
4,Enterococcus sp. 12C11_DIV0727,NA,NA,NA,2,NA,NA,NA
4,Enterococcus sp. 7F3_DIV0205,NA,NA,NA,2,NA,NA,NA
4,Enterococcus sp. LX10,NA,NA,NA,83,NA,NA,NA
4,Enterococcus sp. DIV0212c,NA,NA,NA,1,NA,NA,NA
4,Enterococcus sp. DIV1094,NA,NA,NA,1,NA,NA,NA
4,Enterococcus sp. DIV0849a,NA,NA,NA,1,NA,NA,NA
4,Enterococcus faecium,NA,NA,NA,16,NA,NA,NA
4,Enterococcus cecorum,NA,NA,NA,5,NA,NA,NA
4,Enterococcus raffinosus,NA,NA,NA,5,NA,NA,NA
4,Enterococcus silesiacus,NA,NA,NA,5,NA,NA,NA
4,Enterococcus durans,NA,NA,NA,3,NA,NA,NA
4,Enterococcus hirae,NA,NA,NA,2,NA,NA,NA
4,Enterococcus devriesei,NA,NA,NA,1,NA,NA,NA
4,Enterococcus wangshanyuanii,NA,NA,NA,1,NA,NA,NA
4,Enterococcus moraviensis,NA,NA,NA,2,NA,NA,NA
4,Enterococcus malodoratus,NA,NA,NA,3,NA,NA,NA
4,Enterococcus thailandicus,NA,NA,NA,1,NA,NA,NA
4,Enterococcus gallinarum,NA,NA,NA,6,NA,NA,NA
4,Enterococcus dispar,NA,NA,NA,1,NA,NA,NA
4,Enterococcus saccharolyticus,NA,NA,NA,1,NA,NA,NA
4,Vagococcus jeotgali,NA,NA,NA,2,NA,NA,NA
4,Vagococcus fluvialis,NA,NA,NA,1,NA,NA,NA
4,Vagococcus coleopterorum,NA,NA,NA,1,NA,NA,NA
4,Vagococcus carniphilus,NA,NA,NA,1,NA,NA,NA
4,Tetragenococcus koreensis,NA,NA,NA,1,NA,NA,NA
4,Tetragenococcus halophilus,NA,NA,NA,1,NA,NA,NA
4,Limosilactobacillus fermentum,NA,NA,NA,21458,NA,NA,NA
4,Limosilactobacillus reuteri,NA,NA,NA,2,NA,NA,NA
4,Lactiplantibacillus plantarum,NA,NA,NA,5,NA,NA,NA
4,Lactiplantibacillus pentosus,NA,NA,NA,1,NA,NA,NA
4,Lactiplantibacillus paraplantarum,NA,NA,NA,1,NA,NA,NA
4,Lactobacillus delbrueckii,NA,NA,NA,3,NA,NA,NA
4,Lactobacillus amylolyticus,NA,NA,NA,1,NA,NA,NA
4,Lactobacillus helveticus,NA,NA,NA,1,NA,NA,NA
4,Latilactobacillus curvatus,NA,NA,NA,1,NA,NA,NA
4,Latilactobacillus sakei,NA,NA,NA,2,NA,NA,NA
4,Lacticaseibacillus paracasei,NA,NA,NA,3,NA,NA,NA
4,Weissella paramesenteroides,NA,NA,NA,2,NA,NA,NA
4,Weissella diestrammenae,NA,NA,NA,1,NA,NA,NA
4,Fructilactobacillus myrtifloralis,NA,NA,NA,1,NA,NA,NA
4,Fructilactobacillus sanfranciscensis,NA,NA,NA,1,NA,NA,NA
4,Companilactobacillus crustorum,NA,NA,NA,1,NA,NA,NA
4,Companilactobacillus farciminis,NA,NA,NA,1,NA,NA,NA
4,Ligilactobacillus salivarius,NA,NA,NA,1,NA,NA,NA
4,Levilactobacillus brevis,NA,NA,NA,1,NA,NA,NA
4,Pediococcus pentosaceus,NA,NA,NA,1,NA,NA,NA
4,Streptococcus anginosus,NA,NA,NA,1,NA,NA,NA
4,Streptococcus equi,NA,NA,NA,1,NA,NA,NA
4,Streptococcus mitis,NA,NA,NA,1,NA,NA,NA
4,Streptococcus merionis,NA,NA,NA,1,NA,NA,NA
4,Streptococcus gordonii,NA,NA,NA,1,NA,NA,NA
4,uncultured Trichococcus sp.,NA,NA,NA,1,NA,NA,NA
4,Maliibacterium massiliense,NA,NA,NA,4,NA,NA,NA
4,Desulfofarcimen acetoxidans,NA,NA,NA,1,NA,NA,NA
4,Candidatus Desulforudis audaxviator,NA,NA,NA,1,NA,NA,NA
4,Clostridiaceae bacterium M8S5,NA,NA,NA,1,NA,NA,NA
4,Eubacteriaceae bacterium ES2,NA,NA,NA,1,NA,NA,NA
4,Lacrimispora xylanisolvens,NA,NA,NA,3,NA,NA,NA
4,Christensenellaceae bacterium,NA,NA,NA,1,NA,NA,NA
4,Tepidibacter aestuarii,NA,NA,NA,1,NA,NA,NA
4,Megasphaera elsdenii,NA,NA,NA,1,NA,NA,NA
4,Veillonella rodentium,NA,NA,NA,1,NA,NA,NA
4,Ezakiella massiliensis,NA,NA,NA,1,NA,NA,NA
4,Aedoeadaptatus ivorii,NA,NA,NA,1,NA,NA,NA
4,Streptomyces praecox,NA,NA,NA,14,NA,NA,NA
4,Streptomyces sp. NBC_00887,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. 2P-4,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. NBC_00876,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. NBC_01217,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. 2323.1,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. S063,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. NBC_01525,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. NBC_00328,NA,NA,NA,1,NA,NA,NA
4,Streptomyces sp. NBC_01232,NA,NA,NA,2,NA,NA,NA
4,Streptomyces roseochromogenus,NA,NA,NA,1,NA,NA,NA
4,Streptomyces olivoreticuli,NA,NA,NA,1,NA,NA,NA
4,Streptomyces europaeiscabiei,NA,NA,NA,1,NA,NA,NA
4,Streptomyces durocortorensis,NA,NA,NA,1,NA,NA,NA
4,Streptomyces tanashiensis,NA,NA,NA,1,NA,NA,NA
4,Kitasatospora sp. NBC_01246,NA,NA,NA,1,NA,NA,NA
4,Nocardia wallacei,NA,NA,NA,1,NA,NA,NA
4,Nocardia brasiliensis,NA,NA,NA,1,NA,NA,NA
4,Nocardia terpenica,NA,NA,NA,1,NA,NA,NA
4,Corynebacterium tuberculostearicum,NA,NA,NA,2,NA,NA,NA
4,Gordonia jinghuaiqii,NA,NA,NA,1,NA,NA,NA
4,Gordonia polyisoprenivorans,NA,NA,NA,1,NA,NA,NA
4,Mycobacteroides immunogenum,NA,NA,NA,1,NA,NA,NA
4,Microbacterium foliorum,NA,NA,NA,1,NA,NA,NA
4,Microcella daejeonensis,NA,NA,NA,1,NA,NA,NA
4,Curtobacterium sp. L6-1,NA,NA,NA,1,NA,NA,NA
4,Humibacter ginsenosidimutans,NA,NA,NA,1,NA,NA,NA
4,Citricoccus muralis,NA,NA,NA,1,NA,NA,NA
4,Humibacillus xanthopallidus,NA,NA,NA,1,NA,NA,NA
4,Promicromonospora sp. Populi,NA,NA,NA,1,NA,NA,NA
4,Nonomuraea coxensis,NA,NA,NA,1,NA,NA,NA
4,Microbispora hainanensis,NA,NA,NA,1,NA,NA,NA
4,uncultured Actinomycetes bacterium,NA,NA,NA,1,NA,NA,NA
4,Nocardioides sp. JS614,NA,NA,NA,1,NA,NA,NA
4,Saccharopolyspora erythraea,NA,NA,NA,1,NA,NA,NA
4,Dactylosporangium sp. AC04546,NA,NA,NA,1,NA,NA,NA
4,Jatrophihabitans telluris,NA,NA,NA,1,NA,NA,NA
4,Lancefieldella parvula,NA,NA,NA,2,NA,NA,NA
4,uncultured Solirubrobacterales bacterium,NA,NA,NA,1,NA,NA,NA
4,Conexibacter woesei,NA,NA,NA,1,NA,NA,NA
4,Ilumatobacteraceae bacterium,NA,NA,NA,1,NA,NA,NA
4,Acidimicrobiia bacterium,NA,NA,NA,1,NA,NA,NA
4,Gloeotrichia echinulata,NA,NA,NA,6,NA,NA,NA
4,Rivularia sp. PCC 7116,NA,NA,NA,2,NA,NA,NA
4,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,NA,NA,NA,1,NA,NA,NA
4,Calothrix sp. PCC 7716,NA,NA,NA,1,NA,NA,NA
4,Synechococcus sp. CBW1108,NA,NA,NA,1,NA,NA,NA
4,Dehalococcoidia bacterium,NA,NA,NA,2,NA,NA,NA
4,uncultured Chloroflexia bacterium,NA,NA,NA,1,NA,NA,NA
4,Caldilineaceae bacterium,NA,NA,NA,1,NA,NA,NA
4,Spiroplasma phoeniceum,NA,NA,NA,1,NA,NA,NA
4,Salmonella enterica,NA,NA,NA,33388,NA,NA,NA
4,Salmonella sp. WGH-01,NA,NA,NA,12,NA,NA,NA
4,Salmonella sp. A39,NA,NA,NA,1084,NA,NA,NA
4,Salmonella sp. JXY0409-18,NA,NA,NA,28,NA,NA,NA
4,Salmonella sp. 2018103,NA,NA,NA,28,NA,NA,NA
4,Salmonella sp. SA14318,NA,NA,NA,7,NA,NA,NA
4,Salmonella bongori,NA,NA,NA,25,NA,NA,NA
4,Escherichia coli,NA,NA,NA,20816,NA,NA,NA
4,Escherichia albertii,NA,NA,NA,42,NA,NA,NA
4,Escherichia sp. E4742,NA,NA,NA,11,NA,NA,NA
4,Escherichia sp. KS167_9B,NA,NA,NA,15,NA,NA,NA
4,Escherichia fergusonii,NA,NA,NA,33,NA,NA,NA
4,Escherichia marmotae,NA,NA,NA,21,NA,NA,NA
4,Shigella dysenteriae,NA,NA,NA,155,NA,NA,NA
4,Shigella flexneri,NA,NA,NA,431,NA,NA,NA
4,Shigella boydii,NA,NA,NA,147,NA,NA,NA
4,Shigella sonnei,NA,NA,NA,65,NA,NA,NA
4,Klebsiella pneumoniae,NA,NA,NA,184,NA,NA,NA
4,Klebsiella quasipneumoniae,NA,NA,NA,2,NA,NA,NA
4,Klebsiella variicola,NA,NA,NA,2,NA,NA,NA
4,Klebsiella michiganensis,NA,NA,NA,5,NA,NA,NA
4,Klebsiella aerogenes,NA,NA,NA,3,NA,NA,NA
4,Klebsiella oxytoca,NA,NA,NA,3,NA,NA,NA
4,Klebsiella sp. PL-2018,NA,NA,NA,1,NA,NA,NA
4,Klebsiella huaxiensis,NA,NA,NA,1,NA,NA,NA
4,Klebsiella electrica,NA,NA,NA,1,NA,NA,NA
4,Raoultella ornithinolytica,NA,NA,NA,6,NA,NA,NA
4,Raoultella planticola,NA,NA,NA,2,NA,NA,NA
4,Raoultella terrigena,NA,NA,NA,1,NA,NA,NA
4,Citrobacter freundii,NA,NA,NA,27,NA,NA,NA
4,Citrobacter braakii,NA,NA,NA,21,NA,NA,NA
4,Citrobacter portucalensis,NA,NA,NA,6,NA,NA,NA
4,Citrobacter werkmanii,NA,NA,NA,5,NA,NA,NA
4,Citrobacter sedlakii,NA,NA,NA,1,NA,NA,NA
4,Citrobacter sp. RHB25-C09,NA,NA,NA,5,NA,NA,NA
4,Citrobacter sp. R56,NA,NA,NA,2,NA,NA,NA
4,Citrobacter rodentium,NA,NA,NA,3,NA,NA,NA
4,Citrobacter farmeri,NA,NA,NA,2,NA,NA,NA
4,Citrobacter amalonaticus,NA,NA,NA,2,NA,NA,NA
4,Citrobacter koseri,NA,NA,NA,2,NA,NA,NA
4,Citrobacter enshiensis,NA,NA,NA,1,NA,NA,NA
4,Citrobacter tructae,NA,NA,NA,1,NA,NA,NA
4,Citrobacter arsenatis,NA,NA,NA,1,NA,NA,NA
4,Enterobacter sp. BIDMC 29,NA,NA,NA,4,NA,NA,NA
4,Enterobacter cloacae complex sp. R_G8,NA,NA,NA,2,NA,NA,NA
4,Enterobacter cloacae,NA,NA,NA,6,NA,NA,NA
4,Enterobacter hormaechei,NA,NA,NA,14,NA,NA,NA
4,Enterobacter sichuanensis,NA,NA,NA,2,NA,NA,NA
4,Enterobacter chuandaensis,NA,NA,NA,1,NA,NA,NA
4,Enterobacter roggenkampii,NA,NA,NA,1,NA,NA,NA
4,Enterobacter kobei,NA,NA,NA,2,NA,NA,NA
4,Enterobacter cancerogenus,NA,NA,NA,1,NA,NA,NA
4,Enterobacter asburiae,NA,NA,NA,1,NA,NA,NA
4,Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,NA,NA,NA,4,NA,NA,NA
4,Enterobacter sp. RHBSTW-00994,NA,NA,NA,1,NA,NA,NA
4,Enterobacter sp. ECC-175,NA,NA,NA,1,NA,NA,NA
4,Enterobacter sp. JUb54,NA,NA,NA,1,NA,NA,NA
4,Enterobacter wuhouensis,NA,NA,NA,1,NA,NA,NA
4,Enterobacter oligotrophicus,NA,NA,NA,1,NA,NA,NA
4,Enterobacter adelaidei,NA,NA,NA,1,NA,NA,NA
4,Kosakonia sp. SMBL-WEM22,NA,NA,NA,1,NA,NA,NA
4,Kosakonia sp. ML.JS2a,NA,NA,NA,1,NA,NA,NA
4,Kosakonia sp. H02,NA,NA,NA,1,NA,NA,NA
4,Kosakonia pseudosacchari,NA,NA,NA,2,NA,NA,NA
4,Kosakonia calanthes,NA,NA,NA,1,NA,NA,NA
4,Kosakonia arachidis,NA,NA,NA,1,NA,NA,NA
4,Kosakonia oryzae,NA,NA,NA,1,NA,NA,NA
4,Kosakonia radicincitans,NA,NA,NA,1,NA,NA,NA
4,Kosakonia cowanii,NA,NA,NA,1,NA,NA,NA
4,Cronobacter sp. JZ38,NA,NA,NA,4,NA,NA,NA
4,Cronobacter malonaticus,NA,NA,NA,2,NA,NA,NA
4,Cronobacter dublinensis,NA,NA,NA,2,NA,NA,NA
4,Cronobacter condimenti,NA,NA,NA,1,NA,NA,NA
4,Leclercia adecarboxylata,NA,NA,NA,5,NA,NA,NA
4,Leclercia sp. 119287,NA,NA,NA,2,NA,NA,NA
4,Leclercia pneumoniae,NA,NA,NA,1,NA,NA,NA
4,Kluyvera sichuanensis,NA,NA,NA,1,NA,NA,NA
4,Kluyvera georgiana,NA,NA,NA,2,NA,NA,NA
4,Kluyvera intermedia,NA,NA,NA,1,NA,NA,NA
4,Kluyvera cryocrescens,NA,NA,NA,1,NA,NA,NA
4,Pseudocitrobacter faecalis,NA,NA,NA,3,NA,NA,NA
4,Pseudocitrobacter corydidari,NA,NA,NA,1,NA,NA,NA
4,Trabulsiella odontotermitis,NA,NA,NA,3,NA,NA,NA
4,Cedecea neteri,NA,NA,NA,3,NA,NA,NA
4,Lelliottia amnigena,NA,NA,NA,2,NA,NA,NA
4,Superficieibacter sp. HKU1,NA,NA,NA,2,NA,NA,NA
4,Enterobacteriaceae bacterium bta3-1,NA,NA,NA,1,NA,NA,NA
4,Phytobacter ursingii,NA,NA,NA,1,NA,NA,NA
4,Pseudescherichia vulneris,NA,NA,NA,1,NA,NA,NA
4,Mangrovibacter phragmitis,NA,NA,NA,1,NA,NA,NA
4,Atlantibacter hermannii,NA,NA,NA,1,NA,NA,NA
4,Franconibacter daqui,NA,NA,NA,1,NA,NA,NA
4,Buttiauxella sp. WJP83,NA,NA,NA,1,NA,NA,NA
4,Symbiopectobacterium purcellii,NA,NA,NA,1,NA,NA,NA
4,Serratia rubidaea,NA,NA,NA,1,NA,NA,NA
4,Serratia fonticola,NA,NA,NA,1,NA,NA,NA
4,Serratia surfactantfaciens,NA,NA,NA,1,NA,NA,NA
4,Serratia marcescens,NA,NA,NA,2,NA,NA,NA
4,Yersinia similis,NA,NA,NA,2,NA,NA,NA
4,Gibbsiella quercinecans,NA,NA,NA,2,NA,NA,NA
4,Rahnella bonaserana,NA,NA,NA,1,NA,NA,NA
4,Rouxiella sp. WC2420,NA,NA,NA,1,NA,NA,NA
4,Erwinia sorbitola,NA,NA,NA,2,NA,NA,NA
4,Erwinia tracheiphila,NA,NA,NA,1,NA,NA,NA
4,Pantoea vagans,NA,NA,NA,3,NA,NA,NA
4,Winslowiella toletana,NA,NA,NA,2,NA,NA,NA
4,Buchnera aphidicola,NA,NA,NA,1,NA,NA,NA
4,Providencia rettgeri,NA,NA,NA,2,NA,NA,NA
4,Providencia rustigianii,NA,NA,NA,1,NA,NA,NA
4,Xenorhabdus sp. SF857,NA,NA,NA,1,NA,NA,NA
4,Xenorhabdus poinarii,NA,NA,NA,1,NA,NA,NA
4,uncultured Arsenophonus sp.,NA,NA,NA,2,NA,NA,NA
4,Moellerella wisconsensis,NA,NA,NA,1,NA,NA,NA
4,Edwardsiella tarda,NA,NA,NA,3,NA,NA,NA
4,Edwardsiella piscicida,NA,NA,NA,2,NA,NA,NA
4,Dickeya lacustris,NA,NA,NA,1,NA,NA,NA
4,Dickeya solani,NA,NA,NA,1,NA,NA,NA
4,Lonsdalea populi,NA,NA,NA,1,NA,NA,NA
4,Brenneria izadpanahii,NA,NA,NA,1,NA,NA,NA
4,Limnobaculum zhutongyuii,NA,NA,NA,1,NA,NA,NA
4,Sodalis endosymbiont of Henestaris halophilus,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas aeruginosa,NA,NA,NA,16815,NA,NA,NA
4,Pseudomonas paraeruginosa,NA,NA,NA,6,NA,NA,NA
4,Pseudomonas sp. AN-1,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas sp. M30-35,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas sp. TCU-HL1,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas sp. QE6,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. ADAK18,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. BC42,NA,NA,NA,6,NA,NA,NA
4,Pseudomonas sp. S35,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. B21-040,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. 7SR1,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. PDNC002,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. 905_Psudmo1,NA,NA,NA,3,NA,NA,NA
4,Pseudomonas sp. PSKL.D1,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. C9-3,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. SL4(2022),NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. PS1(2021),NA,NA,NA,25,NA,NA,NA
4,Pseudomonas sp. KnCO4,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. NC02,NA,NA,NA,6,NA,NA,NA
4,Pseudomonas sp. GCEP-101,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. MM213,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. FFPRI_1,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. MT-1,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas sp. L5B5,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. KNUC1026,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. CC6-YY-74,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas sp. RtIB026,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas putida,NA,NA,NA,4,NA,NA,NA
4,Pseudomonas plecoglossicida,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas oryzihabitans,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas fulva,NA,NA,NA,3,NA,NA,NA
4,Pseudomonas fluorescens,NA,NA,NA,3,NA,NA,NA
4,Pseudomonas orientalis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas tolaasii,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas poae,NA,NA,NA,1,NA,NA,NA
4,uncultured Pseudomonas sp.,NA,NA,NA,4,NA,NA,NA
4,Pseudomonas piscis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas protegens,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas syringae,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas viridiflava,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas knackmussii,NA,NA,NA,6,NA,NA,NA
4,Pseudomonas fakonensis,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas entomophila,NA,NA,NA,2,NA,NA,NA
4,Pseudomonas frederiksbergensis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas anuradhapurensis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas abietaniphila,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas benzenivorans,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas cavernae,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas baltica,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas seleniipraecipitans,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas vranovensis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas abieticivorans,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas hefeiensis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas coleopterorum,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas lalucatii,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas indoloxydans,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas triclosanedens,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas glycinae,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas argentinensis,NA,NA,NA,1,NA,NA,NA
4,Pseudomonas diterpeniphila,NA,NA,NA,1,NA,NA,NA
4,Stutzerimonas stutzeri,NA,NA,NA,1,NA,NA,NA
4,Aquipseudomonas alcaligenes,NA,NA,NA,1,NA,NA,NA
4,Metapseudomonas furukawaii,NA,NA,NA,1,NA,NA,NA
4,Halopseudomonas pelagia,NA,NA,NA,1,NA,NA,NA
4,Marinobacter sp.,NA,NA,NA,1,NA,NA,NA
4,Marinobacter salinus,NA,NA,NA,1,NA,NA,NA
4,Vibrio alginolyticus,NA,NA,NA,2,NA,NA,NA
4,Vibrio sp. HN007,NA,NA,NA,1,NA,NA,NA
4,Vibrio kanaloae,NA,NA,NA,1,NA,NA,NA
4,Photobacterium sp. GJ3,NA,NA,NA,1,NA,NA,NA
4,Photobacterium sp. DA100,NA,NA,NA,1,NA,NA,NA
4,Photobacterium leiognathi,NA,NA,NA,1,NA,NA,NA
4,Grimontia kaedaensis,NA,NA,NA,1,NA,NA,NA
4,Aeromonas sp. FDAARGOS 1416,NA,NA,NA,1,NA,NA,NA
4,Aeromonas sp. FDAARGOS 1408,NA,NA,NA,1,NA,NA,NA
4,Aeromonas veronii,NA,NA,NA,2,NA,NA,NA
4,Aeromonas salmonicida,NA,NA,NA,2,NA,NA,NA
4,Oceanimonas pelagia,NA,NA,NA,1,NA,NA,NA
4,Idiomarina sp.,NA,NA,NA,1,NA,NA,NA
4,Pseudidiomarina andamanensis,NA,NA,NA,1,NA,NA,NA
4,Colwellia sp. 20A7,NA,NA,NA,2,NA,NA,NA
4,Pseudoalteromonas sp. KG3,NA,NA,NA,1,NA,NA,NA
4,Shewanella woodyi,NA,NA,NA,1,NA,NA,NA
4,Paraglaciecola sp. L3A3,NA,NA,NA,1,NA,NA,NA
4,Acinetobacter sp. TR11,NA,NA,NA,1,NA,NA,NA
4,Acinetobacter sp. YH12068_T,NA,NA,NA,1,NA,NA,NA
4,Acinetobacter vivianii,NA,NA,NA,1,NA,NA,NA
4,Psychrobacter urativorans,NA,NA,NA,1,NA,NA,NA
4,Microbulbifer sp. A4B17,NA,NA,NA,1,NA,NA,NA
4,Microbulbifer pacificus,NA,NA,NA,1,NA,NA,NA
4,Microbulbifer thermotolerans,NA,NA,NA,1,NA,NA,NA
4,Agarilytica rhodophyticola,NA,NA,NA,1,NA,NA,NA
4,Cellvibrio sp. PSBB006,NA,NA,NA,1,NA,NA,NA
4,Gammaproteobacteria bacterium,NA,NA,NA,4,NA,NA,NA
4,Dyella sp. GSA-30,NA,NA,NA,1,NA,NA,NA
4,Dyella sp. BiH032,NA,NA,NA,1,NA,NA,NA
4,Pseudoxanthomonas spadix,NA,NA,NA,1,NA,NA,NA
4,Vreelandella subglaciescola,NA,NA,NA,1,NA,NA,NA
4,Halomonas sp. LR3S48,NA,NA,NA,1,NA,NA,NA
4,uncultured Gammaproteobacteria bacterium,NA,NA,NA,1,NA,NA,NA
4,Actinobacillus porcitonsillarum,NA,NA,NA,1,NA,NA,NA
4,Sinimarinibacterium sp. NLF-5-8,NA,NA,NA,1,NA,NA,NA
4,Chromatiales bacterium,NA,NA,NA,1,NA,NA,NA
4,Orbus wheelerorum,NA,NA,NA,1,NA,NA,NA
4,Legionella cherrii,NA,NA,NA,1,NA,NA,NA
4,Catillopecten margaritatus gill symbiont,NA,NA,NA,1,NA,NA,NA
4,Agrobacterium larrymoorei,NA,NA,NA,1,NA,NA,NA
4,Rhizobium gallicum,NA,NA,NA,1,NA,NA,NA
4,Pararhizobium sp. IMCC21322,NA,NA,NA,1,NA,NA,NA
4,Shinella zoogloeoides,NA,NA,NA,1,NA,NA,NA
4,Peteryoungia desertarenae,NA,NA,NA,1,NA,NA,NA
4,Bradyrhizobium sp. sBnM-33,NA,NA,NA,2,NA,NA,NA
4,Bradyrhizobium ontarionense,NA,NA,NA,2,NA,NA,NA
4,Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,NA,NA,NA,1,NA,NA,NA
4,Mesorhizobium sp. 113-3-9,NA,NA,NA,1,NA,NA,NA
4,Chelativorans sp. AA-79,NA,NA,NA,1,NA,NA,NA
4,Methylobacterium mesophilicum,NA,NA,NA,2,NA,NA,NA
4,Methylorubrum extorquens,NA,NA,NA,1,NA,NA,NA
4,Bosea sp. UC22_33,NA,NA,NA,1,NA,NA,NA
4,Phreatobacter stygius,NA,NA,NA,1,NA,NA,NA
4,Methylocapsa sp. D3K7,NA,NA,NA,1,NA,NA,NA
4,Rhodomicrobium vannielii,NA,NA,NA,1,NA,NA,NA
4,Sphingopyxis macrogoltabida,NA,NA,NA,1,NA,NA,NA
4,Sphingomonas sp. CV7422,NA,NA,NA,1,NA,NA,NA
4,Novosphingobium sp. BL-8A,NA,NA,NA,1,NA,NA,NA
4,Tsuneonella amylolytica,NA,NA,NA,1,NA,NA,NA
4,Erythrobacter sp. SCSIO 43205,NA,NA,NA,1,NA,NA,NA
